dbg_trigger_ts,template_id_g,template_id_p,side,entry_price_g,entry_price_p,delta_entry_price,diff_entry_price,stop_price_g,stop_price_p,delta_stop_price,diff_stop_price,take_profit_price_g,take_profit_price_p,delta_take_profit_price,diff_take_profit_price
2025-10-16 14:50:00+00:00,ib_tpl_13432,ib_HOOD_20251016_145000,BUY,136.3999,136.16,-0.23990000000000578,True,135.9999,135.76,-0.23990000000000578,True,137.1999,136.96,-0.23990000000000578,True
2025-10-16 18:30:00+00:00,ib_tpl_13476,ib_HOOD_20251016_183000,SELL,131.3975,131.3975,0.0,False,131.7975,131.7975,0.0,False,130.5975,130.5975,0.0,False
