symbol,breakout_session,first_trigger_passed,final_trigger_passed,trigger_reason,cold_phase_pre_min_close,cold_phase_pre_max_close,cold_phase_pre_mean_vol,cold_phase_pre_median_vol,is_anchor_reference_symbol,breakout_date,previous_date,confirm_date,pre_window,confirm_offset,trim_top_n,trim_bottom_n,price_lr_raw,price_lr_trimmed,vol_lr_raw,vol_lr_trimmed,breakout_green,breakout_close_position_in_range,confirm_close_vs_breakout_close,confirm_close_position_in_range,confirm_vol_vs_breakout_vol,pre_max_drawdown,pre_gap_down_count,price_ratio_prev_to_breakout,volume_ratio_prev_to_breakout,price_ratio_prev_to_confirm,volume_ratio_prev_to_confirm,criteria_pre_window,criteria_confirm_offset,criteria_cold_phase_price_min,criteria_cold_phase_price_max,criteria_cold_phase_mean_volume_min,criteria_cold_phase_mean_volume_max,criteria_cold_phase_median_volume_min,criteria_cold_phase_median_volume_max,criteria_min_price_lr_trimmed,criteria_min_vol_lr_trimmed,criteria_min_price_ratio_prev_to_breakout,criteria_min_volume_ratio_prev_to_breakout,criteria_min_price_ratio_prev_to_confirm,criteria_min_volume_ratio_prev_to_confirm,criteria_require_breakout_green,criteria_min_confirm_close_vs_breakout_close,criteria_min_confirm_close_position_in_range,criteria_min_pre_max_drawdown,criteria_max_pre_gap_down_count
SDIG,2024-08-20,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,2.26,4.59,592791.8333333334,562410.5,False,2024-08-20,2024-08-19,2024-08-21,30,1,1,1,-0.0559977753058954,-0.0547619047619047,-3780.123915461624,-4856.197044334976,True,0.8701298701298695,0.9176029962546818,0.1296296296296301,0.0436291356095845,-0.5076252723311547,6,1.8225255972696244,125.221817993259,1.6723549488054608,5.463319678506611,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
VOXX,2024-08-26,True,True,IMPULSE_CONFIRMED,2.32,3.12,138563.1,113935.0,False,2024-08-26,2024-08-25,2024-08-27,30,1,1,1,0.0102758620689653,0.0091543513957307,-8140.895439377085,-6718.038314176245,True,0.5723270440251573,1.0709812108559498,0.6626506024096382,0.0787890577741971,-0.1714285714285714,0,1.6807017543859648,1977.7327330165244,1.7999999999999998,155.8236985635598,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
LUCY,2024-08-28,True,True,IMPULSE_CONFIRMED,3.31,6.2,154059.6,97084.0,False,2024-08-28,2024-08-27,2024-08-29,30,1,1,1,-0.0681890989988874,-0.0609469074986316,-7428.686985539488,-5565.018609742748,False,0.151111111111111,0.988212180746562,0.5375000000000003,0.0237919813060609,-0.4661290322580645,4,1.5377643504531722,602.2165159457822,1.5196374622356497,14.327924089583204,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
RLAY,2024-09-08,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,6.24,8.94,847462.2333333333,826320.0,False,2024-09-08,2024-09-05,2024-09-09,30,1,1,1,-0.0519421579532815,-0.0424685276409412,-11746.430478309232,-9083.418171866448,True,0.5841924398625428,0.946372239747634,0.4487804878048778,0.3360172879456556,-0.3020134228187918,1,1.5240384615384617,23.18357795230386,1.4423076923076923,7.790082988409841,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
PLCE,2024-09-10,True,True,IMPULSE_CONFIRMED,4.86,8.04,341404.06666666665,318863.5,False,2024-09-10,2024-09-09,2024-09-11,30,1,1,1,-0.0969143492769745,-0.0940038314176246,-387.2191323692993,872.1313628899836,True,0.6944444444444445,1.2461538461538462,0.6719745222929937,0.2030030898561953,-0.3955223880597014,1,1.857142857142857,276.55698832294576,2.314285714285714,56.14192315088172,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
APLT,2024-09-17,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,4.65,6.45,1133616.1666666667,1062230.5,False,2024-09-17,2024-09-16,2024-09-18,30,1,1,1,-0.0415884315906559,-0.0372030651340996,-6362.629365962181,-1897.980021893815,True,0.7128205128205126,1.019108280254777,0.1553398058252429,0.1868265788188659,-0.2790697674418604,2,1.6881720430107523,40.03801877795954,1.7204301075268815,7.480166070971694,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
CAPR,2024-09-23,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,3.82,5.97,347351.2,251837.0,False,2024-09-23,2024-09-22,2024-09-24,30,1,1,1,0.0348631813125696,0.0259386973180077,14184.869855394883,8571.08648056924,True,0.9230769230769228,1.1362637362637362,0.148148148148148,1.376115335350424,-0.165644171779141,0,1.5242881072026802,20.92482327501043,1.7319932998324958,28.794970198239337,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
WVE,2024-09-23,True,True,IMPULSE_CONFIRMED,5.12,5.98,530892.1333333333,442143.5,False,2024-09-23,2024-09-22,2024-09-24,30,1,1,1,0.0018909899888765,0.0015325670498081,6685.305895439377,-458.3582375478927,True,0.9191919191919192,1.1001221001221002,0.5054347826086956,0.5589032413580146,-0.1307300509337859,0,1.5337078651685392,32.192162340641325,1.6872659176029965,17.992303878507844,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
TTEC,2024-09-29,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,3.85,5.36,466308.7,458406.5,False,2024-09-29,2024-09-26,2024-09-30,30,1,1,1,-0.0216418242491654,-0.0190339354132458,-2635.7007786429367,-1104.0268199233717,True,0.9130434782608696,1.0187393526405453,0.285714285714286,0.1336775524831485,-0.2817164179104477,0,1.4493827160493828,62.18966186226542,1.4765432098765434,8.313361787502247,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
NAPA,2024-10-06,True,True,IMPULSE_CONFIRMED,5.4,6.6,1266358.2,1132869.5,False,2024-10-06,2024-10-03,2024-10-07,30,1,1,1,-0.0339199110122358,-0.0322030651340995,-10123.18042269188,-2140.19978106185,True,0.6428571428571392,1.0009132420091325,0.7500000000000111,0.2564540445007272,-0.1818181818181817,0,2.0277777777777777,30.424622383831988,2.0296296296296297,7.802517462741071,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
HEPS,2024-10-17,True,True,IMPULSE_CONFIRMED,2.15,2.7,504537.8,466246.0,False,2024-10-17,2024-10-16,2024-10-20,30,1,1,1,-0.0099644048943271,-0.0079748221127531,-12066.626473859844,-7126.665024630542,False,0.5304347826086956,1.0113960113960114,0.5217391304347812,0.1329281366279728,-0.2037037037037038,1,1.5954545454545452,66.89748518047331,1.6136363636363635,8.892558050137746,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
GLUE,2024-10-27,True,True,IMPULSE_CONFIRMED,4.8,6.48,498239.3333333333,201162.0,False,2024-10-27,2024-10-24,2024-10-28,30,1,1,1,-0.032749721913237,-0.0303968253968256,-14233.00022246941,-19349.894636015324,True,0.5328,0.9883966244725736,0.8717948717948715,0.0614994642542217,-0.2592592592592593,2,1.9386503067484664,1057.562008651077,1.916155419222904,65.03949694765987,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
CDXC,2024-10-31,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,3.25,3.8,270082.3,238401.0,False,2024-10-31,2024-10-30,2024-11-03,30,1,1,1,-0.0065228031145715,-0.0059633278598795,-1448.1995550611791,-3663.9085933223855,True,0.944186046511628,0.9795221843003412,0.4634146341463416,0.1030623543533532,-0.1447368421052631,0,1.679083094555874,59.35380592068668,1.6446991404011462,6.117142978017967,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
OMER,2024-11-13,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,3.77,4.55,230566.6,197020.5,False,2024-11-13,2024-11-12,2024-11-14,30,1,1,1,0.0198553948832034,0.018847837985769,5154.41468298109,3639.8418171866447,True,0.8193548387096775,0.9712230215827338,0.3650793650793653,0.1367696932911517,-0.0791208791208789,0,1.6587112171837708,27.373577831201004,1.610978520286396,3.7438758442548328,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
CRNC,2024-11-20,True,True,IMPULSE_CONFIRMED,2.77,3.44,949428.1333333332,952127.5,False,2024-11-20,2024-11-19,2024-11-21,30,1,1,1,-0.0027230255839821,-0.0053229337712096,-13603.311679644048,-8240.658182813355,True,0.8079470198675497,1.234991423670669,0.7883597883597886,0.2246643238343081,-0.1802325581395348,0,2.067375886524822,82.27731040704771,2.5531914893617023,18.484776309504856,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
HSAI,2024-11-25,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,4.08,4.8,471923.3,416051.5,False,2024-11-25,2024-11-24,2024-11-26,30,1,1,1,-0.0040934371523916,-0.0017186644772851,10816.880756395996,5169.78297755884,True,0.508720930232558,1.0714285714285714,0.3191489361702124,0.2452211675301411,-0.1499999999999999,0,1.4442105263157896,22.24491203400237,1.5473684210526315,5.454923300583348,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
PSTX,2024-11-25,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,2.37,3.71,515225.6,430690.0,False,2024-11-25,2024-11-24,2024-11-26,30,1,1,1,0.0210812013348164,0.0202079912424741,2781.169299221357,256.89463601532566,True,0.8125000000000041,0.9946695095948828,0.0,0.1110907699627646,-0.2803234501347709,2,3.27972027972028,105.97388857625212,3.2622377622377625,11.772720877884074,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
PSQH,2024-12-02,True,False,CONFIRMATION_CLOSE_REJECTED,2.01,3.3,309370.7,234919.5,False,2024-12-02,2024-12-01,2024-12-03,30,1,1,1,-0.0363359288097886,-0.0367870826491516,-3495.26829810901,-1102.7985769020252,True,0.9665071770334928,0.6225425950196593,0.1754385964912281,0.1625077257930674,-0.390909090909091,3,3.703883495145631,710.0942333408768,2.3058252427184467,115.39579895899767,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
VFS,2024-12-03,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,3.71,4.26,915118.8,793817.5,False,2024-12-03,2024-12-02,2024-12-04,30,1,1,1,0.0041935483870965,0.0023371647509578,-29730.78576195773,-12593.117405582923,True,0.8253968253968256,0.9467455621301776,0.0517241379310349,0.3569868633062539,-0.1229314420803783,0,1.254950495049505,22.242363383484246,1.188118811881188,7.940231536787918,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
ANGO,2024-12-08,True,True,IMPULSE_CONFIRMED,6.68,7.44,379549.6666666667,382700.5,False,2024-12-08,2024-12-05,2024-12-09,30,1,1,1,0.0059065628476088,0.0062917350848385,-8088.56062291435,-6230.261083743842,True,0.6010101010101013,1.030127462340672,0.7727272727272744,0.2255240227425609,-0.0967741935483872,0,1.2328571428571429,26.408838438485702,1.27,5.955827480605668,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
CRDF,2024-12-09,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,2.31,4.09,915980.7333333332,676826.0,False,2024-12-09,2024-12-08,2024-12-10,30,1,1,1,-0.0420800889877641,-0.0409496442255062,-35192.056062291435,-29574.642036124795,True,0.6063829787234039,0.978835978835979,0.1666666666666668,0.153349953473625,-0.4352078239608802,3,1.5491803278688523,106.18282839306762,1.5163934426229508,16.283131793774828,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
QURE,2024-12-09,True,True,IMPULSE_CONFIRMED,5.56,7.79,836472.3666666667,698151.0,False,2024-12-09,2024-12-08,2024-12-10,30,1,1,1,0.0043403781979974,0.0042309797482211,10778.662736373748,6846.007115489874,True,0.5446623093681917,1.022875816993464,0.6807692307692307,0.1039705734994623,-0.2682926829268293,3,2.095890410958904,89.66892538831134,2.143835616438356,9.322929597703231,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
CADL,2024-12-10,True,True,IMPULSE_CONFIRMED,3.8,5.46,518015.2333333333,455014.0,False,2024-12-10,2024-12-09,2024-12-11,30,1,1,1,-0.0188476084538375,-0.0169293924466339,22080.422024471634,19952.91762452108,False,0.1912632821723731,1.2645161290322582,0.6494845360824744,0.2963919585219879,-0.304029304029304,2,1.6811279826464207,137.8489002078746,2.125813449023861,40.857305512714014,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
IVAC,2024-12-11,True,False,CONFIRMATION_THRESHOLD_FAILED,2.51,3.36,134903.4,82245.0,False,2024-12-11,2024-12-10,2024-12-12,30,1,1,1,-0.0214416017797552,-0.0215243568691844,-1364.4382647385985,1194.6600985221676,True,0.4915254237288137,0.9942363112391932,0.6000000000000024,0.1166088802392677,-0.2529761904761904,1,1.226148409893993,19.95497549636517,1.2190812720848057,2.326927347833168,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
TRVI,2024-12-11,True,True,IMPULSE_CONFIRMED,2.49,3.1,533167.7333333333,358563.5,False,2024-12-11,2024-12-10,2024-12-12,30,1,1,1,-0.0141646273637375,-0.0128133552271484,2065.9755283648497,-3034.1349206349205,False,0.1452991452991453,1.1583333333333332,0.7924528301886787,0.065993542093534,-0.1967741935483871,0,1.4457831325301205,94.75853576709083,1.6746987951807226,6.253451418867162,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
BZUN,2024-12-15,True,False,CONFIRMATION_CLOSE_REJECTED,2.37,3.01,498233.3,431537.0,False,2024-12-15,2024-12-12,2024-12-16,30,1,1,1,-0.0062335928809789,-0.0046633825944169,11610.874972191325,5362.90065681445,True,0.9357798165137616,0.8513513513513513,0.2372881355932204,0.2775986070977027,-0.2126245847176079,1,1.3602941176470589,24.04522275326449,1.1580882352941175,6.674920343660209,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
SHCO,2024-12-18,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,4.71,5.54,111214.56666666668,91672.0,False,2024-12-18,2024-12-17,2024-12-19,30,1,1,1,-0.0190567296996664,-0.0178461959496444,2021.9899888765287,1922.220853858785,False,0.0333333333333326,0.979224376731302,0.2450980392156863,0.1667937961119157,-0.1498194945848375,0,1.470468431771894,54.61143599740091,1.439918533604888,9.108848721129425,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
GETY,2025-01-06,True,False,CONFIRMATION_CLOSE_REJECTED,2.1,3.01,871864.1333333333,511264.5,False,2025-01-06,2025-01-05,2025-01-07,30,1,1,1,-0.0301290322580644,-0.0306787082649151,61301.24315906563,13778.28407224959,False,0.1392405063291137,0.8244514106583072,0.3469387755102038,0.1881444345298961,-0.3023255813953487,1,1.2412451361867705,39.03138718291293,1.0233463035019454,7.34353827044659,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
