symbol,breakout_session,first_trigger_passed,final_trigger_passed,trigger_reason,cold_phase_pre_min_close,cold_phase_pre_max_close,cold_phase_pre_mean_vol,cold_phase_pre_median_vol,is_anchor_reference_symbol,breakout_date,previous_date,confirm_date,pre_window,confirm_offset,trim_top_n,trim_bottom_n,price_lr_raw,price_lr_trimmed,vol_lr_raw,vol_lr_trimmed,breakout_green,breakout_close_position_in_range,confirm_close_vs_breakout_close,confirm_close_position_in_range,confirm_vol_vs_breakout_vol,pre_max_drawdown,pre_gap_down_count,price_ratio_prev_to_breakout,volume_ratio_prev_to_breakout,price_ratio_prev_to_confirm,volume_ratio_prev_to_confirm,criteria_pre_window,criteria_confirm_offset,criteria_cold_phase_price_min,criteria_cold_phase_price_max,criteria_cold_phase_mean_volume_min,criteria_cold_phase_mean_volume_max,criteria_cold_phase_median_volume_min,criteria_cold_phase_median_volume_max,criteria_min_price_lr_trimmed,criteria_min_vol_lr_trimmed,criteria_min_price_ratio_prev_to_breakout,criteria_min_volume_ratio_prev_to_breakout,criteria_min_price_ratio_prev_to_confirm,criteria_min_volume_ratio_prev_to_confirm,criteria_require_breakout_green,criteria_min_confirm_close_vs_breakout_close,criteria_min_confirm_close_position_in_range,criteria_min_pre_max_drawdown,criteria_max_pre_gap_down_count
BVS,2024-05-06,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,3.96,5.22,129711.1,115095.0,False,2024-05-06,2024-05-05,2024-05-07,30,1,1,1,-0.0513125695216906,-0.0533032293377119,-2804.6360400444937,-1465.2523262178431,True,0.6619718309859152,0.984375,0.2203389830508473,0.2152314373801611,-0.2413793103448275,0,1.28,27.955570768440868,1.26,6.0169176792743455,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
INOD,2024-05-07,True,True,IMPULSE_CONFIRMED,5.69,7.12,270561.8333333333,231907.5,False,2024-05-07,2024-05-06,2024-05-08,30,1,1,1,-0.0144093437152389,-0.0122058018609744,2475.5913236929923,1417.536945812808,True,0.969957081545065,1.0983763132760267,0.87280701754386,0.1981016846217049,-0.2008426966292134,1,1.553412462908012,100.40408594761742,1.706231454005935,19.89021856912546,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
ACIU,2024-05-12,True,True,IMPULSE_CONFIRMED,2.29,2.8,209933.5,164404.5,False,2024-05-12,2024-05-09,2024-05-13,30,1,1,1,-0.0171256952169076,-0.0177476737821564,-4693.622914349277,-1388.3423645320197,False,0.7118644067796606,1.084848484848485,0.7454545454545454,0.1165304681245247,-0.182142857142857,1,1.4285714285714284,211.2729711602951,1.5497835497835497,24.61973823136841,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
OSG,2024-05-19,True,True,IMPULSE_CONFIRMED,5.93,6.89,333903.9,286766.0,False,2024-05-19,2024-05-16,2024-05-20,30,1,1,1,0.0311301446051167,0.0312342638204708,9626.218242491655,9172.93951833607,False,0.5999999999999964,1.003562945368171,1.0,0.4441999459912248,-0.0435483870967742,0,1.227405247813411,38.617707240664,1.2317784256559765,17.15398347060788,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
MMAT,2024-05-20,True,True,IMPULSE_CONFIRMED,2.05,3.9,228375.5,189157.0,False,2024-05-20,2024-05-19,2024-05-21,30,1,1,1,-0.0416974416017797,-0.0373727422003284,3585.3888765294773,3143.944718117132,True,0.3732394366197181,0.9242424242424242,0.6285714285714277,0.0366088085369897,-0.4743589743589743,3,1.434782608695652,224.8154687670933,1.3260869565217392,8.230226452248113,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
BMR,2024-06-11,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,4.15,6.05,332142.63333333336,270787.0,False,2024-06-11,2024-06-10,2024-06-12,30,1,1,1,-0.0648209121245825,-0.0659304871373836,4983.89744160178,-553.5164203612479,False,0.0632911392405066,0.9005736137667303,0.0,0.0325542059355477,-0.3140495867768594,1,1.1886363636363635,43.10398393389141,1.070454545454545,1.4032159696264446,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
NEOV,2024-06-11,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,2.24,3.04,115487.53333333334,91907.0,False,2024-06-11,2024-06-10,2024-06-12,30,1,1,1,0.0023959955506117,-0.0002107279693487,-3604.7466073414894,-3612.561302681992,True,0.8474576271186443,0.9635761589403974,0.4166666666666673,0.378100184602093,-0.2268041237113403,4,1.1889763779527558,25.57067656196065,1.1456692913385826,9.668277528477736,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
AAN,2024-06-16,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,6.95,8.48,235968.8,192171.5,False,2024-06-16,2024-06-13,2024-06-17,30,1,1,1,0.0323559510567295,0.0298494800218937,5447.492324805339,4057.6507936507937,True,0.9090909090909104,0.9970178926441352,0.4999999999999852,0.4635659528883558,-0.1108490566037736,0,1.3342175066312998,26.78908172711468,1.3302387267904507,12.418506197833956,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
ALIM,2024-06-23,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,2.89,3.56,139371.6,80526.0,False,2024-06-23,2024-06-20,2024-06-24,30,1,1,1,-0.0098464961067854,-0.0078571428571429,6814.216685205784,1474.91899288451,False,0.0833333333333314,0.9963898916967509,0.1666666666666617,0.3242266875836932,-0.1882022471910112,0,1.7587301587301587,59.63304069441236,1.7523809523809524,19.3346232548929,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
ANVS,2024-07-01,True,False,CONFIRMATION_CLOSE_REJECTED,5.27,8.77,244268.66666666663,215724.5,False,2024-07-01,2024-06-30,2024-07-02,30,1,1,1,-0.0826896551724136,-0.0741954022988503,-4613.728587319243,-4703.771483305966,True,0.5952380952380951,0.8706896551724138,0.3763440860215054,0.1327082435574594,-0.3990877993158495,5,1.760910815939279,110.69434353776694,1.5332068311195448,14.69005190264306,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
KOSS,2024-07-02,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,3.88,5.52,297466.5,168903.0,False,2024-07-02,2024-07-01,2024-07-04,30,1,1,1,-0.040186874304783,-0.0418445539135196,-13011.686985539489,-12558.02271483306,True,0.4004441154700222,1.25587958607714,0.1196581196581195,0.8247629019033296,-0.2971014492753623,1,2.438073394495413,329.4496764545437,3.061926605504587,271.7178711837625,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
QURE,2024-07-08,True,True,IMPULSE_CONFIRMED,3.78,5.43,538800.2666666667,461430.5,False,2024-07-08,2024-07-07,2024-07-09,30,1,1,1,-0.0376818687430477,-0.0355473453749315,-1636.821357063404,1339.493979200876,True,0.9303797468354428,1.5172413793103448,0.7399577167019026,1.201178793843735,-0.3038674033149171,1,1.7645502645502646,165.02787273205365,2.677248677248677,198.2279811188856,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
CLRB,2024-07-21,True,False,CONFIRMATION_CLOSE_REJECTED,2.33,3.36,447769.7333333333,275596.5,False,2024-07-21,2024-07-18,2024-07-22,30,1,1,1,-0.028976640711902,-0.0292610837438423,-10904.055172413791,-11009.41899288451,True,0.7450980392156864,0.814569536423841,0.7567567567567569,1.7504610969921766,-0.3065476190476189,2,1.1984126984126984,25.94854403852224,0.9761904761904762,45.42191686302144,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
TWKS,2024-08-04,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,2.37,3.56,811658.7333333333,533169.0,False,2024-08-04,2024-08-01,2024-08-05,30,1,1,1,0.0301935483870967,0.0297454844006566,-8003.040711902114,10021.1091954023,True,0.7777777777777724,1.0023201856148494,0.2857142857142911,0.2182520925143537,-0.1993243243243242,0,1.271386430678466,29.16508473268617,1.2743362831858407,6.365340771267189,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
ZVRA,2024-08-04,True,False,CONFIRMATION_RANGE_POSITION_REJECTED,4.26,6.59,610812.7,454737.0,False,2024-08-04,2024-08-01,2024-08-05,30,1,1,1,0.0781334816462733,0.0817733990147778,32504.95061179088,15772.611658456486,True,0.486238532110092,1.0,0.3333333333333327,0.1677209702642511,-0.1654021244309559,0,1.2507936507936508,23608.68870523416,1.2507936507936508,3959.67217630854,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
GTHX,2024-08-06,True,True,IMPULSE_CONFIRMED,2.2,4.29,1218607.4666666666,1029360.0,False,2024-08-06,2024-08-05,2024-08-07,30,1,1,1,0.0776017797552836,0.0793021346469622,-36364.07830923248,-4804.170498084292,False,0.3999999999999929,1.0042492917847026,0.8000000000000036,0.3491493431573417,-0.0792540792540792,0,1.6611764705882353,37.548424631756255,1.668235294117647,13.110007796770647,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
SWIM,2024-08-06,True,True,IMPULSE_CONFIRMED,2.63,3.81,383465.5333333333,303541.5,False,2024-08-06,2024-08-05,2024-08-07,30,1,1,1,0.0229588431590658,0.0215161466885606,13199.105228031143,7199.876299945266,True,0.5392156862745101,1.1477272727272725,0.8421052631578946,0.2173194559463198,-0.183727034120735,0,1.414790996784566,38.67033019091383,1.6237942122186495,8.40381511835394,30,1,2.0,9.0,100000.0,1500000.0,80000.0,1200000.0,-0.1,-100000.0,1.172897,19.617994,1.158879,3.01405,False,0.9,0.5,-0.6,8
